ProductsCategory,Date,TotalSales,PreviousTotalSales,SalesGrowthPercentage
Solanum,2021-07-26,¥151.36,¥260.81,-41.97%
Solanum,2021-07-27,¥175.16,¥151.36,15.73%
Solanum,2021-07-28,¥140.42,¥175.16,-19.84%
Solanum,2021-07-29,¥286.2,¥140.42,103.83%
Solanum,2021-07-30,¥227.4,¥286.2,-20.55%
Solanum,2021-07-31,¥181.5,¥227.4,-20.18%
Solanum,2021-08-01,¥143.34,¥181.5,-21.02%
Solanum,2021-08-02,¥281,¥143.34,96.03%
Solanum,2021-08-03,¥395.67,¥281,40.81%
Solanum,2021-08-04,¥245.82,¥395.67,-37.87%
Solanum,2021-08-05,¥226.64,¥245.82,-7.8%
Solanum,2021-08-06,¥180.14,¥226.64,-20.52%
Solanum,2021-08-07,¥229.05,¥180.14,27.15%
Solanum,2021-08-08,¥361.54,¥229.05,57.84%
Solanum,2021-08-09,¥238.65,¥361.54,-33.99%
Solanum,2021-08-10,¥200.91,¥238.65,-15.82%
Solanum,2021-08-11,¥245.68,¥200.91,22.29%
Solanum,2021-08-12,¥284.42,¥245.68,15.77%
Solanum,2021-08-13,¥373.15,¥284.42,31.19%
Solanum,2021-08-14,¥245.62,¥373.15,-34.17%
Solanum,2021-08-15,¥211.17,¥245.62,-14.03%
Solanum,2021-08-16,¥164.12,¥211.17,-22.28%
Solanum,2021-08-17,¥196.07,¥164.12,19.47%
Solanum,2021-08-18,¥192.99,¥196.07,-1.57%
Solanum,2021-08-19,¥229.49,¥192.99,18.91%
Solanum,2021-08-20,¥248.07,¥229.49,8.09%
Solanum,2021-08-21,¥231.69,¥248.07,-6.6%
Solanum,2021-08-22,¥159.38,¥231.69,-31.21%
Solanum,2021-08-23,¥199.83,¥159.38,25.38%
Solanum,2021-08-24,¥153.4,¥199.83,-23.23%
Solanum,2021-08-25,¥182.24,¥153.4,18.8%
Solanum,2021-08-26,¥248.52,¥182.24,36.37%
Solanum,2021-08-27,¥233.77,¥248.52,-5.93%
Solanum,2021-08-28,¥253.7,¥233.77,8.53%
Solanum,2021-08-29,¥310.35,¥253.7,22.33%
Solanum,2021-08-30,¥314.52,¥310.35,1.34%
Solanum,2021-08-31,¥305.29,¥314.52,-2.94%
Solanum,2021-09-01,¥231.48,¥305.29,-24.18%
Solanum,2021-09-02,¥205.6,¥231.48,-11.18%
Solanum,2021-09-03,¥181.35,¥205.6,-11.79%
Solanum,2021-09-04,¥241.69,¥181.35,33.27%
Solanum,2021-09-05,¥260.97,¥241.69,7.97%
Solanum,2021-09-06,¥184.63,¥260.97,-29.25%
Solanum,2021-09-07,¥159.59,¥184.63,-13.56%
Solanum,2021-09-08,¥133.05,¥159.59,-16.63%
Solanum,2021-09-09,¥107.13,¥133.05,-19.48%
Solanum,2021-09-10,¥113.03,¥107.13,5.5%
Solanum,2021-09-11,¥214.93,¥113.03,90.16%
Solanum,2021-09-12,¥282.92,¥214.93,31.63%
Solanum,2021-09-13,¥204.87,¥282.92,-27.59%
Solanum,2021-09-14,¥186.91,¥204.87,-8.77%
Solanum,2021-09-15,¥157.74,¥186.91,-15.6%
Solanum,2021-09-16,¥207.41,¥157.74,31.49%
Solanum,2021-09-17,¥157.08,¥207.41,-24.27%
Solanum,2021-09-18,¥178.03,¥157.08,13.34%
Solanum,2021-09-19,¥307.55,¥178.03,72.75%
Solanum,2021-09-20,¥290.42,¥307.55,-5.57%
Solanum,2021-09-21,¥230.13,¥290.42,-20.76%
Solanum,2021-09-22,¥214.52,¥230.13,-6.78%
Solanum,2021-09-23,¥153.98,¥214.52,-28.22%
Solanum,2021-09-24,¥109.82,¥153.98,-28.68%
Solanum,2021-09-25,¥241.96,¥109.82,120.33%
Solanum,2021-09-26,¥216.67,¥241.96,-10.45%
Solanum,2021-09-27,¥90.66,¥216.67,-58.16%
Solanum,2021-09-28,¥145.41,¥90.66,60.39%
Solanum,2021-09-29,¥114.19,¥145.41,-21.47%
Solanum,2021-09-30,¥144.27,¥114.19,26.34%
Solanum,2021-10-01,¥284.08,¥144.27,96.91%
Solanum,2021-10-02,¥259.33,¥284.08,-8.71%
Solanum,2021-10-03,¥219.23,¥259.33,-15.46%
Solanum,2021-10-04,¥183.24,¥219.23,-16.42%
Solanum,2021-10-05,¥257.68,¥183.24,40.63%
Solanum,2021-10-06,¥209.07,¥257.68,-18.87%
Solanum,2021-10-07,¥196.92,¥209.07,-5.81%
Solanum,2021-10-08,¥225.1,¥196.92,14.31%
Solanum,2021-10-09,¥164.88,¥225.1,-26.75%
Solanum,2021-10-10,¥251.77,¥164.88,52.7%
Solanum,2021-10-11,¥130.29,¥251.77,-48.25%
Solanum,2021-10-12,¥127.99,¥130.29,-1.76%
Solanum,2021-10-13,¥116.58,¥127.99,-8.91%
Solanum,2021-10-14,¥101.91,¥116.58,-12.59%
Solanum,2021-10-15,¥132.12,¥101.91,29.65%
Solanum,2021-10-16,¥180.23,¥132.12,36.41%
Solanum,2021-10-17,¥171.46,¥180.23,-4.86%
Solanum,2021-10-18,¥138.23,¥171.46,-19.38%
Solanum,2021-10-19,¥101.85,¥138.23,-26.32%
Solanum,2021-10-20,¥104.88,¥101.85,2.98%
Solanum,2021-10-21,¥154.96,¥104.88,47.75%
Solanum,2021-10-22,¥70.44,¥154.96,-54.54%
Solanum,2021-10-23,¥129.19,¥70.44,83.41%
Solanum,2021-10-24,¥150.57,¥129.19,16.55%
Solanum,2021-10-25,¥97.4,¥150.57,-35.31%
Solanum,2021-10-26,¥115.69,¥97.4,18.77%
Solanum,2021-10-27,¥97.23,¥115.69,-15.95%
Solanum,2021-10-28,¥44.8,¥97.23,-53.92%
Solanum,2021-10-29,¥125.14,¥44.8,179.29%
Solanum,2021-10-30,¥129.79,¥125.14,3.72%
Solanum,2021-10-31,¥106.16,¥129.79,-18.2%
Solanum,2021-11-01,¥114.52,¥106.16,7.87%
Solanum,2021-11-02,¥152.26,¥114.52,32.95%
Solanum,2021-11-03,¥65.61,¥152.26,-56.91%
Solanum,2021-11-04,¥132.4,¥65.61,101.8%
Solanum,2021-11-05,¥68.56,¥132.4,-48.21%
Solanum,2021-11-06,¥101.28,¥68.56,47.72%
Solanum,2021-11-07,¥156.75,¥101.28,54.77%
Solanum,2021-11-08,¥128.23,¥156.75,-18.2%
Solanum,2021-11-09,¥41.03,¥128.23,-68%
Solanum,2021-11-10,¥36.53,¥41.03,-10.97%
Solanum,2021-11-11,¥44.86,¥36.53,22.8%
Solanum,2021-11-12,¥131.93,¥44.86,194.1%
Solanum,2021-11-13,¥114.23,¥131.93,-13.41%
Solanum,2021-11-14,¥175.09,¥114.23,53.27%
Solanum,2021-11-15,¥80.71,¥175.09,-53.9%
Solanum,2021-11-16,¥34.81,¥80.71,-56.87%
Solanum,2021-11-17,¥81.09,¥34.81,132.91%
Solanum,2021-11-18,¥37.94,¥81.09,-53.22%
Solanum,2021-11-19,¥77.76,¥37.94,104.98%
Solanum,2021-11-20,¥107.48,¥77.76,38.22%
Solanum,2021-11-21,¥195.92,¥107.48,82.28%
Solanum,2021-11-22,¥101.89,¥195.92,-47.99%
Solanum,2021-11-23,¥63.72,¥101.89,-37.46%
Solanum,2021-11-24,¥115.59,¥63.72,81.39%
Solanum,2021-11-25,¥64.89,¥115.59,-43.86%
Solanum,2021-11-26,¥67.74,¥64.89,4.39%
Solanum,2021-11-27,¥115.08,¥67.74,69.87%
Solanum,2021-11-28,¥101,¥115.08,-12.23%
Solanum,2021-11-29,¥68.83,¥101,-31.86%
Solanum,2021-11-30,¥77.79,¥68.83,13.02%
Solanum,2021-12-01,¥55.63,¥77.79,-28.48%
Solanum,2021-12-02,¥48.58,¥55.63,-12.68%
Solanum,2021-12-03,¥60.13,¥48.58,23.77%
Solanum,2021-12-04,¥98.28,¥60.13,63.46%
Solanum,2021-12-05,¥116.66,¥98.28,18.7%
Solanum,2021-12-06,¥83.86,¥116.66,-28.11%
Solanum,2021-12-07,¥70.56,¥83.86,-15.86%
Solanum,2021-12-08,¥75.07,¥70.56,6.39%
Solanum,2021-12-09,¥71.32,¥75.07,-5.01%
Solanum,2021-12-10,¥77.9,¥71.32,9.23%
Solanum,2021-12-11,¥114.91,¥77.9,47.5%
Solanum,2021-12-12,¥108.9,¥114.91,-5.23%
Solanum,2021-12-13,¥17.46,¥108.9,-83.97%
Solanum,2021-12-14,¥59.52,¥17.46,240.89%
Solanum,2021-12-15,¥66.53,¥59.52,11.78%
Solanum,2021-12-16,¥47.47,¥66.53,-28.66%
Solanum,2021-12-17,¥111.23,¥47.47,134.32%
Solanum,2021-12-18,¥137.5,¥111.23,23.62%
Solanum,2021-12-19,¥105.49,¥137.5,-23.28%
Solanum,2021-12-20,¥66.74,¥105.49,-36.73%
Solanum,2021-12-21,¥72.88,¥66.74,9.21%
Solanum,2021-12-22,¥52.61,¥72.88,-27.81%
Solanum,2021-12-23,¥62.93,¥52.61,19.6%
Solanum,2021-12-24,¥75.78,¥62.93,20.42%
Solanum,2021-12-25,¥127.32,¥75.78,68.02%
Solanum,2021-12-26,¥105.47,¥127.32,-17.16%
Solanum,2021-12-27,¥60.72,¥105.47,-42.43%
Solanum,2021-12-28,¥54.71,¥60.72,-9.91%
Solanum,2021-12-29,¥29.11,¥54.71,-46.78%
Solanum,2021-12-30,¥118.17,¥29.11,305.89%
Solanum,2021-12-31,¥134.94,¥118.17,14.19%
Solanum,2022-01-01,¥190.13,¥134.94,40.9%
Solanum,2022-01-02,¥134.05,¥190.13,-29.49%
Solanum,2022-01-03,¥131.34,¥134.05,-2.02%
Solanum,2022-01-04,¥80.44,¥131.34,-38.75%
Solanum,2022-01-05,¥102.4,¥80.44,27.3%
Solanum,2022-01-06,¥78.09,¥102.4,-23.74%
Solanum,2022-01-07,¥178.17,¥78.09,128.15%
Solanum,2022-01-08,¥152.99,¥178.17,-14.13%
Solanum,2022-01-09,¥131.1,¥152.99,-14.3%
Solanum,2022-01-10,¥92.16,¥131.1,-29.71%
Solanum,2022-01-11,¥106.53,¥92.16,15.6%
Solanum,2022-01-12,¥114.04,¥106.53,7.05%
Solanum,2022-01-13,¥144.23,¥114.04,26.47%
Solanum,2022-01-14,¥70.36,¥144.23,-51.22%
Solanum,2022-01-15,¥93.47,¥70.36,32.84%
Solanum,2022-01-16,¥153.41,¥93.47,64.13%
Solanum,2022-01-17,¥111.8,¥153.41,-27.12%
Solanum,2022-01-18,¥89.45,¥111.8,-19.99%
Solanum,2022-01-19,¥45.37,¥89.45,-49.27%
Solanum,2022-01-20,¥250.06,¥45.37,451.13%
Solanum,2022-01-21,¥254.98,¥250.06,1.97%
Solanum,2022-01-22,¥328.21,¥254.98,28.72%
Solanum,2022-01-23,¥357,¥328.21,8.77%
Solanum,2022-01-24,¥367.67,¥357,2.99%
Solanum,2022-01-25,¥382.13,¥367.67,3.93%
Solanum,2022-01-26,¥462.49,¥382.13,21.03%
Solanum,2022-01-27,¥356.44,¥462.49,-22.93%
Solanum,2022-01-28,¥968.38,¥356.44,171.68%
Solanum,2022-01-29,¥1509.06,¥968.38,55.83%
Solanum,2022-01-30,¥1526.06,¥1509.06,1.13%
Solanum,2022-02-01,¥328.41,¥1526.06,-78.48%
Solanum,2022-02-02,¥507.8,¥328.41,54.63%
Solanum,2022-02-03,¥732.49,¥507.8,44.25%
Solanum,2022-02-04,¥717.41,¥732.49,-2.06%
Solanum,2022-02-05,¥541.49,¥717.41,-24.52%
Solanum,2022-02-06,¥476.72,¥541.49,-11.96%
Solanum,2022-02-07,¥319.61,¥476.72,-32.96%
Solanum,2022-02-08,¥349.45,¥319.61,9.34%
Solanum,2022-02-09,¥217.33,¥349.45,-37.81%
Solanum,2022-02-10,¥205.86,¥217.33,-5.28%
Solanum,2022-02-11,¥188.33,¥205.86,-8.51%
Solanum,2022-02-12,¥189.79,¥188.33,0.77%
Solanum,2022-02-13,¥178.26,¥189.79,-6.07%
Solanum,2022-02-14,¥215.7,¥178.26,21%
Solanum,2022-02-15,¥131.35,¥215.7,-39.11%
Solanum,2022-02-16,¥80.02,¥131.35,-39.08%
Solanum,2022-02-17,¥151.98,¥80.02,89.92%
Solanum,2022-02-18,¥124.18,¥151.98,-18.29%
Solanum,2022-02-19,¥194.13,¥124.18,56.33%
Solanum,2022-02-20,¥188.78,¥194.13,-2.75%
Solanum,2022-02-21,¥124.01,¥188.78,-34.31%
Solanum,2022-02-22,¥140.71,¥124.01,13.46%
Solanum,2022-02-23,¥121.35,¥140.71,-13.76%
Solanum,2022-02-24,¥129.84,¥121.35,7%
Solanum,2022-02-25,¥166.2,¥129.84,28%
Solanum,2022-02-26,¥256.31,¥166.2,54.22%
Solanum,2022-02-27,¥203.2,¥256.31,-20.72%
Solanum,2022-02-28,¥156.61,¥203.2,-22.93%
Solanum,2022-03-01,¥169.78,¥156.61,8.41%
Solanum,2022-03-02,¥113.06,¥169.78,-33.41%
Solanum,2022-03-03,¥193.38,¥113.06,71.05%
Solanum,2022-03-04,¥111.93,¥193.38,-42.12%
Solanum,2022-03-05,¥204.01,¥111.93,82.27%
Solanum,2022-03-06,¥229.55,¥204.01,12.52%
Solanum,2022-03-07,¥143.75,¥229.55,-37.38%
Solanum,2022-03-08,¥125.44,¥143.75,-12.74%
Solanum,2022-03-09,¥114.4,¥125.44,-8.81%
Solanum,2022-03-10,¥137.57,¥114.4,20.26%
Solanum,2022-03-11,¥216.54,¥137.57,57.4%
Solanum,2022-03-12,¥341.55,¥216.54,57.73%
Solanum,2022-03-13,¥248.45,¥341.55,-27.26%
Solanum,2022-03-14,¥167.53,¥248.45,-32.57%
Solanum,2022-03-15,¥164.38,¥167.53,-1.88%
Solanum,2022-03-16,¥164.55,¥164.38,0.1%
Solanum,2022-03-17,¥207.55,¥164.55,26.13%
Solanum,2022-03-18,¥223.45,¥207.55,7.66%
Solanum,2022-03-19,¥352.68,¥223.45,57.83%
Solanum,2022-03-20,¥292.99,¥352.68,-16.92%
Solanum,2022-03-21,¥331.75,¥292.99,13.23%
Solanum,2022-03-22,¥287.29,¥331.75,-13.4%
Solanum,2022-03-23,¥228.96,¥287.29,-20.31%
Solanum,2022-03-24,¥210.77,¥228.96,-7.94%
Solanum,2022-03-25,¥242.97,¥210.77,15.28%
Solanum,2022-03-26,¥298.11,¥242.97,22.69%
Solanum,2022-03-27,¥353.91,¥298.11,18.72%
Solanum,2022-03-28,¥211.5,¥353.91,-40.24%
Solanum,2022-03-29,¥176.71,¥211.5,-16.45%
Solanum,2022-03-30,¥243.93,¥176.71,38.04%
Solanum,2022-03-31,¥160.56,¥243.93,-34.18%
Solanum,2022-04-01,¥250.19,¥160.56,55.83%
Solanum,2022-04-02,¥270.22,¥250.19,8%
Solanum,2022-04-03,¥362.55,¥270.22,34.17%
Solanum,2022-04-04,¥365.14,¥362.55,0.71%
Solanum,2022-04-05,¥224.46,¥365.14,-38.53%
Solanum,2022-04-06,¥190.82,¥224.46,-14.98%
Solanum,2022-04-07,¥211.83,¥190.82,11.01%
Solanum,2022-04-08,¥154.16,¥211.83,-27.22%
Solanum,2022-04-09,¥318.83,¥154.16,106.81%
Solanum,2022-04-10,¥270.04,¥318.83,-15.3%
Solanum,2022-04-11,¥128.83,¥270.04,-52.29%
Solanum,2022-04-12,¥202.22,¥128.83,56.97%
Solanum,2022-04-13,¥236.37,¥202.22,16.88%
Solanum,2022-04-14,¥225.9,¥236.37,-4.43%
Solanum,2022-04-15,¥185.43,¥225.9,-17.91%
Solanum,2022-04-16,¥336.5,¥185.43,81.47%
Solanum,2022-04-17,¥306.7,¥336.5,-8.86%
Solanum,2022-04-18,¥202.36,¥306.7,-34.02%
Solanum,2022-04-19,¥173.39,¥202.36,-14.32%
Solanum,2022-04-20,¥178.85,¥173.39,3.15%
Solanum,2022-04-21,¥124.47,¥178.85,-30.41%
Solanum,2022-04-22,¥187.16,¥124.47,50.37%
Solanum,2022-04-23,¥256.75,¥187.16,37.19%
Solanum,2022-04-24,¥117.64,¥256.75,-54.18%
Solanum,2022-04-25,¥189.65,¥117.64,61.21%
Solanum,2022-04-26,¥139.25,¥189.65,-26.58%
Solanum,2022-04-27,¥234.6,¥139.25,68.48%
Solanum,2022-04-28,¥205.51,¥234.6,-12.4%
Solanum,2022-04-29,¥234.4,¥205.51,14.06%
Solanum,2022-04-30,¥318.16,¥234.4,35.73%
Solanum,2022-05-01,¥332.53,¥318.16,4.52%
Solanum,2022-05-02,¥347.65,¥332.53,4.55%
Solanum,2022-05-03,¥306.56,¥347.65,-11.82%
Solanum,2022-05-04,¥334.22,¥306.56,9.02%
Solanum,2022-05-05,¥210.76,¥334.22,-36.94%
Solanum,2022-05-06,¥237.97,¥210.76,12.91%
Solanum,2022-05-07,¥317.13,¥237.97,33.27%
Solanum,2022-05-08,¥285.32,¥317.13,-10.03%
Solanum,2022-05-09,¥289.99,¥285.32,1.63%
Solanum,2022-05-10,¥146.09,¥289.99,-49.62%
Solanum,2022-05-11,¥162.63,¥146.09,11.32%
Solanum,2022-05-12,¥193.8,¥162.63,19.16%
Solanum,2022-05-13,¥383.83,¥193.8,98.06%
Solanum,2022-05-14,¥498.37,¥383.83,29.84%
Solanum,2022-05-15,¥411.37,¥498.37,-17.46%
Solanum,2022-05-16,¥167.98,¥411.37,-59.17%
Solanum,2022-05-17,¥208.35,¥167.98,24.03%
Solanum,2022-05-18,¥208,¥208.35,-0.17%
Solanum,2022-05-19,¥201.16,¥208,-3.29%
Solanum,2022-05-20,¥215.24,¥201.16,7%
Solanum,2022-05-21,¥357.99,¥215.24,66.32%
Solanum,2022-05-22,¥269.79,¥357.99,-24.64%
Solanum,2022-05-23,¥221.77,¥269.79,-17.8%
Solanum,2022-05-24,¥236.53,¥221.77,6.66%
Solanum,2022-05-25,¥169.73,¥236.53,-28.24%
Solanum,2022-05-26,¥204.54,¥169.73,20.51%
Solanum,2022-05-27,¥165.81,¥204.54,-18.94%
Solanum,2022-05-28,¥280.67,¥165.81,69.28%
Solanum,2022-05-29,¥357.41,¥280.67,27.34%
Solanum,2022-05-30,¥135.74,¥357.41,-62.02%
Solanum,2022-05-31,¥95.43,¥135.74,-29.7%
Solanum,2022-06-01,¥133.19,¥95.43,39.57%
Solanum,2022-06-02,¥198.59,¥133.19,49.11%
Solanum,2022-06-03,¥343.15,¥198.59,72.79%
Solanum,2022-06-04,¥227.11,¥343.15,-33.81%
Solanum,2022-06-05,¥218.91,¥227.11,-3.61%
Solanum,2022-06-06,¥194.71,¥218.91,-11.05%
Solanum,2022-06-07,¥141.24,¥194.71,-27.46%
Solanum,2022-06-08,¥126.99,¥141.24,-10.09%
Solanum,2022-06-09,¥156.21,¥126.99,23.01%
Solanum,2022-06-10,¥192.55,¥156.21,23.26%
Solanum,2022-06-11,¥251.95,¥192.55,30.85%
Solanum,2022-06-12,¥274.65,¥251.95,9.01%
Solanum,2022-06-13,¥162.55,¥274.65,-40.81%
Solanum,2022-06-14,¥197.53,¥162.55,21.52%
Solanum,2022-06-15,¥226.29,¥197.53,14.56%
Solanum,2022-06-16,¥181.87,¥226.29,-19.63%
Solanum,2022-06-17,¥242.78,¥181.87,33.49%
Solanum,2022-06-18,¥328.93,¥242.78,35.48%
Solanum,2022-06-19,¥256.75,¥328.93,-21.94%
Solanum,2022-06-20,¥176.72,¥256.75,-31.17%
Solanum,2022-06-21,¥194.4,¥176.72,10%
Solanum,2022-06-22,¥163.31,¥194.4,-15.99%
Solanum,2022-06-23,¥100.6,¥163.31,-38.4%
Solanum,2022-06-24,¥176.29,¥100.6,75.24%
Solanum,2022-06-25,¥207.69,¥176.29,17.81%
Solanum,2022-06-26,¥258.27,¥207.69,24.35%
Solanum,2022-06-27,¥166.19,¥258.27,-35.66%
Solanum,2022-06-28,¥98.02,¥166.19,-41.02%
Solanum,2022-06-29,¥183.39,¥98.02,87.09%
Solanum,2022-06-30,¥139.9,¥183.39,-23.71%
Solanum,2022-07-01,¥127.7,¥139.9,-8.72%
Solanum,2022-07-02,¥169.22,¥127.7,32.51%
Solanum,2022-07-03,¥315.13,¥169.22,86.22%
Solanum,2022-07-04,¥118.51,¥315.13,-62.39%
Solanum,2022-07-05,¥105.91,¥118.51,-10.63%
Solanum,2022-07-06,¥58.96,¥105.91,-44.33%
Solanum,2022-07-07,¥99.92,¥58.96,69.46%
Solanum,2022-07-08,¥55.83,¥99.92,-44.13%
Solanum,2022-07-09,¥189.09,¥55.83,238.69%
Solanum,2022-07-10,¥163.07,¥189.09,-13.76%
Solanum,2022-07-11,¥231.33,¥163.07,41.86%
Solanum,2022-07-12,¥142.26,¥231.33,-38.5%
Solanum,2022-07-13,¥82.11,¥142.26,-42.28%
Solanum,2022-07-14,¥112.3,¥82.11,36.77%
Solanum,2022-07-15,¥86.45,¥112.3,-23.02%
Solanum,2022-07-16,¥151.32,¥86.45,75.05%
Solanum,2022-07-17,¥176.54,¥151.32,16.67%
Solanum,2022-07-18,¥102.25,¥176.54,-42.08%
Solanum,2022-07-19,¥137.92,¥102.25,34.88%
Solanum,2022-07-20,¥115.5,¥137.92,-16.26%
Solanum,2022-07-21,¥100.97,¥115.5,-12.58%
Solanum,2022-07-22,¥100.24,¥100.97,-0.72%
Solanum,2022-07-23,¥141.57,¥100.24,41.22%
Solanum,2022-07-24,¥63.82,¥141.57,-54.92%
Solanum,2022-07-25,¥121.8,¥63.82,90.84%
Solanum,2022-07-26,¥113.05,¥121.8,-7.18%
Solanum,2022-07-27,¥104.6,¥113.05,-7.48%
Solanum,2022-07-28,¥160.68,¥104.6,53.61%
Solanum,2022-07-29,¥109.57,¥160.68,-31.81%
Solanum,2022-07-30,¥94.67,¥109.57,-13.6%
Solanum,2022-07-31,¥133.23,¥94.67,40.73%
Solanum,2022-08-01,¥226.4,¥133.23,69.92%
Solanum,2022-08-02,¥88.79,¥226.4,-60.78%
Solanum,2022-08-03,¥123.16,¥88.79,38.7%
Solanum,2022-08-04,¥128.41,¥123.16,4.27%
Solanum,2022-08-05,¥105.37,¥128.41,-17.94%
Solanum,2022-08-06,¥130.94,¥105.37,24.26%
Solanum,2022-08-07,¥234.2,¥130.94,78.86%
Solanum,2022-08-08,¥157.3,¥234.2,-32.84%
Solanum,2022-08-09,¥171.49,¥157.3,9.02%
Solanum,2022-08-10,¥162.74,¥171.49,-5.1%
Solanum,2022-08-11,¥129.53,¥162.74,-20.41%
Solanum,2022-08-12,¥141.76,¥129.53,9.45%
Solanum,2022-08-13,¥252.71,¥141.76,78.26%
Solanum,2022-08-14,¥294.67,¥252.71,16.6%
Solanum,2022-08-15,¥223.29,¥294.67,-24.22%
Solanum,2022-08-16,¥169.09,¥223.29,-24.27%
Solanum,2022-08-17,¥191.1,¥169.09,13.02%
Solanum,2022-08-18,¥246.52,¥191.1,29%
Solanum,2022-08-19,¥855.43,¥246.52,247.01%
Solanum,2022-08-20,¥152.44,¥855.43,-82.18%
Solanum,2022-08-21,¥194.57,¥152.44,27.64%
Solanum,2022-08-22,¥102.35,¥194.57,-47.4%
Solanum,2022-08-23,¥125,¥102.35,22.13%
Solanum,2022-08-24,¥127.39,¥125,1.91%
Solanum,2022-08-25,¥120.98,¥127.39,-5.03%
Solanum,2022-08-26,¥100.84,¥120.98,-16.64%
Solanum,2022-08-27,¥168.67,¥100.84,67.26%
Solanum,2022-08-28,¥218.82,¥168.67,29.74%
Solanum,2022-08-29,¥115.33,¥218.82,-47.3%
Solanum,2022-08-30,¥58.97,¥115.33,-48.87%
Solanum,2022-08-31,¥24.32,¥58.97,-58.75%
Solanum,2022-09-01,¥123.02,¥24.32,405.78%
Solanum,2022-09-02,¥43.65,¥123.02,-64.51%
Solanum,2022-09-03,¥143.33,¥43.65,228.34%
Solanum,2022-09-04,¥171.94,¥143.33,19.96%
Solanum,2022-09-05,¥109.34,¥171.94,-36.41%
Solanum,2022-09-06,¥109.64,¥109.34,0.27%
Solanum,2022-09-07,¥147.21,¥109.64,34.27%
Solanum,2022-09-08,¥92.71,¥147.21,-37.02%
Solanum,2022-09-09,¥50.9,¥92.71,-45.1%
Solanum,2022-09-10,¥4.52,¥50.9,-91.12%
Solanum,2022-09-11,¥96.98,¥4.52,2046.86%
Solanum,2022-10-15,¥121.37,¥96.98,25.15%
Solanum,2022-10-16,¥25.5,¥121.37,-78.99%
Solanum,2022-10-17,¥57.62,¥25.5,125.96%
Solanum,2022-10-18,¥59.1,¥57.62,2.57%
Solanum,2022-10-19,¥104.03,¥59.1,76.03%
Solanum,2022-10-20,¥37.61,¥104.03,-63.85%
Solanum,2022-10-21,¥384.06,¥37.61,921.21%
Solanum,2022-10-22,¥79.52,¥384.06,-79.29%
Solanum,2022-10-23,¥145.81,¥79.52,83.36%
Solanum,2022-10-24,¥32.23,¥145.81,-77.9%
Solanum,2022-10-25,¥41.56,¥32.23,28.95%
Solanum,2022-10-26,¥36.48,¥41.56,-12.22%
Solanum,2022-10-27,¥18.39,¥36.48,-49.58%
Solanum,2022-10-28,¥95.08,¥18.39,416.96%
Solanum,2022-10-29,¥91.17,¥95.08,-4.11%
Solanum,2022-10-30,¥75.64,¥91.17,-17.04%
Solanum,2022-10-31,¥23.23,¥75.64,-69.28%
Solanum,2022-11-01,¥23.14,¥23.23,-0.42%
Solanum,2022-11-03,¥24.07,¥23.14,4.05%
Solanum,2022-11-05,¥58.9,¥24.07,144.67%
Solanum,2022-11-06,¥27.88,¥58.9,-52.66%
Solanum,2022-11-07,¥19.54,¥27.88,-29.93%
Solanum,2022-11-08,¥23.16,¥19.54,18.55%
Solanum,2022-11-09,¥17.23,¥23.16,-25.62%
Solanum,2022-11-10,¥41.38,¥17.23,140.23%
Solanum,2022-11-11,¥46.81,¥41.38,13.11%
Solanum,2022-11-12,¥63.43,¥46.81,35.52%
Solanum,2022-11-13,¥44.2,¥63.43,-30.33%
Solanum,2022-11-14,¥33.63,¥44.2,-23.91%
Solanum,2022-11-15,¥43.6,¥33.63,29.63%
Solanum,2022-11-16,¥15.41,¥43.6,-64.66%
Solanum,2022-11-17,¥48.23,¥15.41,213.01%
Solanum,2022-11-18,¥107.54,¥48.23,122.98%
Solanum,2022-11-19,¥216.49,¥107.54,101.32%
Solanum,2022-11-20,¥1.51,¥216.49,-99.3%
Solanum,2022-11-21,¥339.94,¥1.51,22382.8%
Solanum,2022-11-22,¥28.9,¥339.94,-91.5%
Solanum,2022-11-23,¥52.25,¥28.9,80.81%
Solanum,2022-11-24,¥52.24,¥52.25,-0.02%
Solanum,2022-11-25,¥105.78,¥52.24,102.5%
Solanum,2022-11-26,¥60.01,¥105.78,-43.27%
Solanum,2022-11-27,¥24.88,¥60.01,-58.55%
Solanum,2022-11-28,¥3.12,¥24.88,-87.46%
Solanum,2022-11-29,¥5.33,¥3.12,70.96%
Solanum,2022-12-04,¥9.34,¥5.33,75.18%
Solanum,2022-12-06,¥63.82,¥9.34,582.96%
Solanum,2022-12-07,¥92.78,¥63.82,45.38%
Solanum,2022-12-08,¥36.19,¥92.78,-60.99%
Solanum,2022-12-09,¥35.38,¥36.19,-2.25%
Solanum,2022-12-10,¥52.58,¥35.38,48.62%
Solanum,2022-12-11,¥29.95,¥52.58,-43.04%
Solanum,2022-12-12,¥27.03,¥29.95,-9.74%
Solanum,2022-12-13,¥42.53,¥27.03,57.32%
Solanum,2022-12-14,¥55.78,¥42.53,31.17%
Solanum,2022-12-15,¥68.86,¥55.78,23.43%
Solanum,2022-12-16,¥55.27,¥68.86,-19.72%
Solanum,2022-12-17,¥139.11,¥55.27,151.67%
Solanum,2022-12-18,¥96.2,¥139.11,-30.85%
Solanum,2022-12-19,¥92.48,¥96.2,-3.87%
Solanum,2022-12-20,¥53.85,¥92.48,-41.77%
Solanum,2022-12-21,¥141.92,¥53.85,163.56%
Solanum,2022-12-22,¥71.06,¥141.92,-49.93%
